CustomerID;Gender;Senior_Citizen;Partner;Dependents;Tenure_Months;Phone_Service;Multiple_Lines;Internet_Service;Online_Security;Online_Backup;Device_Protection;Tech_Support;Streaming_TV;Streaming_Movies;Contract;Paperless_Billing;Payment_Method;Monthly_Charges;Total_Charges;Churn_Label;Churn_Value;Churn_Reason
3334;Male;No;No;No;10;Yes;Yes;Fiber optic;No;Yes;Yes;No;No;Yes;Month-to-month;Yes;Electronic check;95,25;1021,55;No;0;
6572;Female;No;Yes;Yes;60;No;No phone service;DSL;No;Yes;No;No;Yes;Yes;Month-to-month;Yes;Electronic check;49,75;3069,45;No;0;
5849;Male;No;No;No;2;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Mailed check;19,75;39,3;No;0;
5106;;Yes;No;No;4;Yes;Yes;DSL;No;No;No;No;No;No;Month-to-month;No;Mailed check;48,75;179,85;No;0;
781;Male;No;No;No;12;Yes;Yes;Fiber optic;No;No;No;No;Yes;No;Month-to-month;Yes;Electronic check;84,45;1059,55;Yes;1;Limited range of services
2436;Female;No;No;No;27;Yes;No;DSL;Yes;Yes;No;No;No;No;Month-to-month;Yes;Mailed check;56,7;1652,95;No;0;
1364;Male;No;Yes;No;53;No;No phone service;DSL;No;Yes;Yes;Yes;Yes;Yes;One year;Yes;Electronic check;60,45;3184,25;Yes;1;Lack of affordable download/upload speed
6800;;No;Yes;No;72;Yes;Yes;Fiber optic;No;Yes;Yes;No;Yes;Yes;Two year;Yes;Bank transfer (automatic);106,3;7565,35;No;0;
5104;Female;No;Yes;No;68;Yes;Yes;Fiber optic;No;No;Yes;No;Yes;No;Two year;Yes;Bank transfer (automatic);89,95;5974,3;No;0;
6432;Female;Yes;No;No;5;Yes;No;Fiber optic;Yes;Yes;No;No;No;No;Month-to-month;No;Electronic check;80,7;374,8;No;0;
2459;Male;No;No;No;63;No;No phone service;DSL;Yes;Yes;No;Yes;No;No;One year;Yes;Bank transfer (automatic);40,6;2588,95;No;0;
5838;Female;No;Yes;Yes;58;Yes;Yes;DSL;Yes;No;Yes;Yes;Yes;No;Two year;No;Mailed check;75,8;4415,75;No;0;
4968;Female;No;No;No;65;No;No phone service;DSL;Yes;No;Yes;Yes;Yes;Yes;Two year;No;Credit card (automatic);59,95;3921,1;No;0;
3844;;No;No;No;63;Yes;Yes;Fiber optic;No;Yes;No;Yes;Yes;Yes;Month-to-month;No;Electronic check;105,4;6713,2;No;0;
3379;Male;No;No;No;45;Yes;Yes;Fiber optic;Yes;No;Yes;Yes;Yes;Yes;Month-to-month;Yes;Credit card (automatic);108,45;4964,7;No;0;
5028;Female;No;Yes;Yes;52;Yes;Yes;Fiber optic;No;No;Yes;No;Yes;Yes;One year;No;Bank transfer (automatic);101,25;5301,1;No;0;
858;;No;Yes;No;19;Yes;Yes;Fiber optic;No;No;No;Yes;Yes;Yes;One year;Yes;Electronic check;100,95;1875,55;Yes;1;Don't know
1829;Female;No;No;No;1;Yes;No;DSL;No;No;No;No;No;No;Month-to-month;No;Mailed check;43,95;43,95;Yes;1;Attitude of service provider
71;Female;No;Yes;No;52;Yes;Yes;Fiber optic;No;Yes;Yes;No;Yes;Yes;Month-to-month;Yes;Electronic check;105,05;5624,85;Yes;1;Don't know
1011;Male;Yes;Yes;No;25;Yes;Yes;Fiber optic;Yes;No;No;No;No;Yes;One year;Yes;Electronic check;89,05;2177,45;Yes;1;Lack of self-service on Website
3862;Female;No;Yes;No;71;Yes;Yes;DSL;Yes;Yes;Yes;Yes;Yes;Yes;Two year;No;Bank transfer (automatic);87,95;6365,35;No;0;
5989;Female;No;Yes;Yes;23;Yes;Yes;Fiber optic;No;No;No;No;Yes;No;Month-to-month;Yes;Electronic check;83,75;1849,95;No;0;
4398;Female;No;Yes;Yes;28;Yes;No;Fiber optic;No;No;No;No;No;No;One year;Yes;Bank transfer (automatic);70,4;1992,2;No;0;
4161;Female;No;No;No;50;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Credit card (automatic);19,4;1023,95;No;0;
1438;Male;No;No;Yes;54;Yes;Yes;DSL;No;Yes;No;No;No;No;Month-to-month;Yes;Credit card (automatic);55;3092,65;Yes;1;Don't know
2736;Male;Yes;No;No;70;No;No phone service;DSL;No;Yes;Yes;No;Yes;No;One year;Yes;Credit card (automatic);44,05;3011,65;No;0;
3107;Female;No;Yes;;72;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Credit card (automatic);25;1849,2;No;0;
5882;Female;No;No;Yes;61;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;Yes;Credit card (automatic);25;1498,35;No;0;
2076;Male;Yes;Yes;No;21;Yes;No;DSL;Yes;Yes;No;No;No;Yes;Month-to-month;Yes;Bank transfer (automatic);64,95;1339,8;No;0;
4456;Female;No;Yes;Yes;59;Yes;Yes;DSL;Yes;No;Yes;Yes;Yes;No;Two year;Yes;Mailed check;76,45;4519,5;No;0;
3632;Male;Yes;Yes;No;48;Yes;Yes;Fiber optic;No;No;Yes;No;No;Yes;Month-to-month;Yes;Credit card (automatic);91,05;4370,75;No;0;
1558;Male;No;No;No;11;No;No phone service;DSL;No;No;Yes;No;Yes;No;One year;Yes;Electronic check;41,6;470,6;Yes;1;Competitor offered higher download speeds
4702;;No;Yes;No;51;Yes;No;DSL;Yes;Yes;Yes;Yes;Yes;Yes;Two year;Yes;Credit card (automatic);83,25;4089,45;No;0;
5198;Female;No;No;No;38;Yes;Yes;DSL;No;Yes;No;Yes;No;Yes;Month-to-month;No;Credit card (automatic);68,15;2656,3;No;0;
863;Female;Yes;No;No;1;Yes;No;Fiber optic;No;No;No;No;Yes;No;Month-to-month;No;Electronic check;78,45;78,45;Yes;1;Product dissatisfaction
4537;Male;;No;No;55;No;No phone service;DSL;No;No;Yes;No;Yes;Yes;One year;Yes;Bank transfer (automatic);50,05;2743,45;No;0;
856;Female;No;No;No;4;Yes;No;Fiber optic;No;No;No;No;No;Yes;Month-to-month;Yes;Electronic check;79,15;317,25;Yes;1;Network reliability
3193;;No;Yes;No;44;Yes;No;DSL;Yes;Yes;Yes;No;No;No;One year;Yes;Mailed check;61,5;2722,2;No;0;
1265;Female;No;No;No;16;Yes;No;Fiber optic;No;No;No;No;Yes;No;Month-to-month;Yes;Electronic check;81;1312,15;Yes;1;Product dissatisfaction
4868;Male;No;Yes;Yes;68;Yes;No;Fiber optic;Yes;No;No;Yes;Yes;Yes;Two year;Yes;Electronic check;99,55;6668;No;0;
6845;Male;Yes;Yes;No;51;Yes;Yes;Fiber optic;Yes;No;Yes;No;No;Yes;One year;Yes;Bank transfer (automatic);93,65;4839,15;No;0;
724;Male;No;Yes;No;17;Yes;Yes;Fiber optic;No;No;No;No;Yes;Yes;Month-to-month;Yes;Electronic check;92,55;1515,1;Yes;1;Moved
907;;Yes;No;;5;Yes;No;Fiber optic;No;No;No;No;Yes;Yes;Month-to-month;Yes;Electronic check;91,4;449,75;Yes;1;Network reliability
3758;;No;No;No;12;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Bank transfer (automatic);19,45;227,45;No;0;
5762;;No;No;Yes;13;Yes;No;DSL;No;No;No;No;Yes;Yes;Month-to-month;No;Credit card (automatic);66,4;831,75;No;0;
1493;Male;No;No;No;1;Yes;No;Fiber optic;No;No;No;Yes;No;No;Month-to-month;Yes;Electronic check;75,9;75,9;Yes;1;Attitude of support person
4888;Female;No;No;No;6;No;No phone service;DSL;Yes;No;No;No;No;No;Month-to-month;No;Bank transfer (automatic);29,45;161,45;No;0;
6518;Male;No;No;Yes;12;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Credit card (automatic);21,05;235,8;No;0;
4213;Male;No;Yes;No;58;No;No phone service;DSL;No;No;No;No;Yes;Yes;One year;Yes;Credit card (automatic);45;2689,35;No;0;
251;Male;Yes;Yes;No;62;Yes;Yes;Fiber optic;No;Yes;Yes;No;Yes;Yes;One year;Yes;Electronic check;103,75;6383,35;Yes;1;Competitor offered higher download speeds
1084;Male;Yes;Yes;No;27;Yes;Yes;Fiber optic;No;Yes;Yes;No;No;Yes;Month-to-month;Yes;Electronic check;95,55;2510,2;Yes;1;Service dissatisfaction
2829;;Yes;No;No;20;Yes;No;Fiber optic;No;No;No;No;Yes;No;Month-to-month;No;Bank transfer (automatic);80,7;1614,2;No;0;
2874;;;Yes;No;61;Yes;Yes;Fiber optic;No;Yes;No;No;No;No;Month-to-month;Yes;Electronic check;82,15;4904,85;No;0;
4922;Female;Yes;No;No;35;No;No phone service;DSL;No;No;Yes;No;Yes;No;Month-to-month;Yes;Electronic check;39,85;1434,6;No;0;
3127;Female;Yes;No;No;3;Yes;No;Fiber optic;No;No;Yes;No;No;No;Month-to-month;No;Electronic check;73,85;196,4;No;0;
6048;Female;Yes;Yes;No;34;Yes;No;DSL;No;No;Yes;Yes;Yes;No;One year;No;Bank transfer (automatic);64,2;2106,3;No;0;
834;Male;Yes;Yes;No;3;No;No phone service;DSL;No;No;No;No;Yes;No;Month-to-month;Yes;Mailed check;36,45;93,7;Yes;1;Competitor had better devices
1269;Female;Yes;No;No;37;Yes;Yes;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;76,25;2841,55;Yes;1;Don't know
1676;Female;No;No;No;13;Yes;Yes;Fiber optic;Yes;No;No;No;Yes;Yes;Month-to-month;Yes;Electronic check;100,35;1358,85;Yes;1;Price too high
2397;Female;No;No;No;2;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;Yes;Mailed check;20,55;33,6;No;0;
3547;;Yes;Yes;No;44;Yes;Yes;Fiber optic;No;No;Yes;Yes;Yes;Yes;Month-to-month;No;Electronic check;104,15;4495,65;No;0;
164;Female;No;No;No;1;Yes;No;Fiber optic;No;No;Yes;No;No;No;Month-to-month;Yes;Mailed check;74,6;74,6;Yes;1;Competitor offered more data
3979;Female;No;No;No;60;Yes;Yes;Fiber optic;No;No;Yes;No;No;No;One year;Yes;Bank transfer (automatic);79,2;4765;No;0;
5159;Female;No;Yes;No;70;Yes;No;DSL;Yes;Yes;Yes;Yes;Yes;Yes;Two year;No;Credit card (automatic);86,45;5950,2;No;0;
4806;Female;;No;Yes;8;No;No phone service;DSL;Yes;No;No;No;No;Yes;Month-to-month;Yes;Electronic check;38,5;330,8;No;0;
4191;Female;No;No;No;8;Yes;No;DSL;No;No;Yes;Yes;No;Yes;Month-to-month;No;Mailed check;64,1;504,05;No;0;
7027;Male;No;No;No;72;Yes;Yes;Fiber optic;No;Yes;Yes;No;Yes;Yes;One year;Yes;Electronic check;104,95;7544,3;No;0;
6368;Male;No;No;No;21;Yes;Yes;Fiber optic;No;No;No;No;No;No;Month-to-month;No;Mailed check;75,3;1570,7;No;0;
3323;Male;No;No;No;66;Yes;No;DSL;Yes;Yes;No;No;No;No;One year;Yes;Mailed check;54,8;3465,7;No;0;
2892;;No;Yes;No;72;Yes;No;DSL;Yes;Yes;Yes;No;No;Yes;Two year;No;Credit card (automatic);68,75;4888,2;No;0;
2854;Male;No;No;No;50;No;No phone service;DSL;Yes;No;No;Yes;No;No;One year;Yes;Mailed check;35,4;1748,9;No;0;
6558;Male;No;Yes;Yes;4;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Credit card (automatic);19,5;96,85;No;0;
5995;Male;No;No;No;17;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;70,8;1207;No;0;
617;;Yes;No;No;21;Yes;Yes;Fiber optic;No;No;No;No;Yes;Yes;Month-to-month;Yes;Electronic check;94,25;1973,75;Yes;1;Attitude of service provider
4581;Male;No;Yes;No;22;Yes;No;DSL;Yes;No;No;No;Yes;No;One year;Yes;Bank transfer (automatic);59,75;1374,35;No;0;
890;Male;;No;No;12;Yes;Yes;Fiber optic;No;No;No;No;Yes;Yes;Month-to-month;Yes;Electronic check;96,05;1148,1;Yes;1;Lack of self-service on Website
3274;;No;No;No;3;Yes;No;Fiber optic;No;No;No;No;Yes;Yes;Month-to-month;Yes;Electronic check;92;266,8;No;0;
5412;Male;No;Yes;Yes;72;Yes;Yes;Fiber optic;Yes;Yes;Yes;Yes;Yes;Yes;Two year;Yes;Credit card (automatic);114,05;8289,2;No;0;
6557;Female;No;No;No;24;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Credit card (automatic);25,15;553;No;0;
413;Female;Yes;No;No;3;Yes;No;DSL;No;No;No;No;No;No;Month-to-month;No;Electronic check;45;127,1;Yes;1;Competitor made better offer
3422;Male;No;No;No;40;Yes;No;DSL;Yes;Yes;No;Yes;No;No;Month-to-month;Yes;Mailed check;61,9;2647,1;No;0;
3953;Male;No;Yes;No;39;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;Yes;Bank transfer (automatic);20,45;790;No;0;
3585;;No;No;No;57;Yes;Yes;Fiber optic;No;Yes;No;Yes;No;Yes;One year;No;Electronic check;94,7;5468,95;No;0;
3098;Female;;No;No;8;Yes;Yes;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Credit card (automatic);74,6;548,9;No;0;
2122;Female;No;Yes;No;71;Yes;Yes;DSL;Yes;Yes;Yes;Yes;Yes;Yes;Two year;No;Credit card (automatic);85,75;6223,8;No;0;
4131;Female;No;No;No;21;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;68,65;1493,2;No;0;
838;;No;Yes;No;22;Yes;No;DSL;No;Yes;No;No;Yes;Yes;One year;Yes;Bank transfer (automatic);69,5;1498,2;Yes;1;Competitor offered more data
5935;Male;Yes;Yes;Yes;71;Yes;No;Fiber optic;Yes;Yes;Yes;No;No;No;One year;Yes;Bank transfer (automatic);86,7;6179,35;No;0;
4966;;No;No;Yes;22;Yes;Yes;Fiber optic;No;No;No;No;No;Yes;Month-to-month;Yes;Electronic check;84,75;1816,75;No;0;
4025;Male;Yes;Yes;No;8;No;No phone service;DSL;No;Yes;Yes;No;No;Yes;Month-to-month;Yes;Mailed check;43,35;371,4;No;0;
2234;Male;No;No;No;72;Yes;Yes;DSL;No;Yes;Yes;Yes;Yes;Yes;Two year;Yes;Bank transfer (automatic);88,6;6201,95;No;0;
4749;Female;Yes;Yes;No;60;Yes;Yes;Fiber optic;Yes;Yes;Yes;Yes;Yes;Yes;Two year;Yes;Bank transfer (automatic);116,05;6925,9;No;0;
5005;Female;No;Yes;No;56;Yes;Yes;Fiber optic;No;Yes;Yes;Yes;No;No;Month-to-month;No;Electronic check;90,55;5116,6;No;0;
6728;Male;No;No;No;5;Yes;No;Fiber optic;No;No;No;No;Yes;No;Month-to-month;Yes;Mailed check;80,1;398,55;No;0;
3608;Male;No;Yes;Yes;67;Yes;No;DSL;Yes;Yes;No;No;No;No;Two year;Yes;Bank transfer (automatic);54,2;3838,2;No;0;
4009;;No;No;No;43;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Bank transfer (automatic);26,45;1110,05;No;0;
2291;;No;Yes;Yes;7;Yes;No;DSL;Yes;No;No;No;Yes;Yes;Month-to-month;No;Credit card (automatic);69,7;516,15;No;0;
3709;Male;No;No;No;24;Yes;No;DSL;Yes;Yes;No;Yes;No;No;Month-to-month;No;Bank transfer (automatic);60,45;1440,75;No;0;
2924;Male;No;No;No;35;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Bank transfer (automatic);20,75;739,9;No;0;
3950;Female;No;Yes;No;41;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Credit card (automatic);20,65;875,55;No;0;
4673;Male;;No;No;;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Credit card (automatic);20,15;989,05;No;0;
1938;Male;No;Yes;No;29;No;No phone service;DSL;No;No;No;No;Yes;No;Month-to-month;No;Mailed check;33,75;1009,25;No;0;
6083;Female;No;No;No;10;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;Yes;Mailed check;19,9;199,45;No;0;
547;Female;No;Yes;No;22;Yes;Yes;DSL;Yes;No;No;Yes;Yes;Yes;Month-to-month;Yes;Electronic check;79,2;1742,75;Yes;1;Product dissatisfaction
5452;Female;No;No;No;53;Yes;No;Fiber optic;No;Yes;Yes;Yes;No;Yes;One year;Yes;Credit card (automatic);94,45;5042,75;No;0;
3157;Female;No;Yes;Yes;56;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;Yes;Credit card (automatic);19,8;1119,9;No;0;
1721;;;No;No;29;No;No phone service;DSL;No;No;No;No;No;No;Month-to-month;Yes;Credit card (automatic);25,1;712,85;Yes;1;Competitor offered higher download speeds
5338;Female;No;No;No;2;Yes;No;DSL;No;No;No;No;No;No;Month-to-month;Yes;Mailed check;45,85;105,6;No;0;
3286;Female;Yes;Yes;No;72;Yes;Yes;DSL;Yes;Yes;Yes;Yes;Yes;Yes;Two year;No;Credit card (automatic);89,1;6352,4;No;0;
1452;Male;No;No;No;4;Yes;Yes;DSL;No;No;No;No;No;No;Month-to-month;No;Credit card (automatic);51,75;201,1;Yes;1;Competitor had better devices
3517;Male;Yes;No;No;5;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Mailed check;71,45;371,6;No;0;
310;Male;No;No;No;7;Yes;Yes;Fiber optic;No;No;Yes;No;Yes;No;Month-to-month;Yes;Electronic check;90,45;593,45;Yes;1;Competitor made better offer
6304;Female;No;No;Yes;41;Yes;No;DSL;No;No;No;No;No;No;Month-to-month;No;Bank transfer (automatic);45,2;1841,9;No;0;
3938;;No;Yes;Yes;62;Yes;Yes;Fiber optic;No;Yes;No;Yes;Yes;Yes;One year;Yes;Credit card (automatic);106,05;6703,5;No;0;
2777;Female;No;Yes;No;49;Yes;Yes;Fiber optic;Yes;No;No;No;Yes;Yes;Month-to-month;Yes;Mailed check;100,85;4847,35;No;0;
2124;Male;No;No;No;63;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Mailed check;20,5;1328,15;No;0;
2887;;No;Yes;No;46;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Mailed check;24,95;1165,9;No;0;
150;Male;No;Yes;No;9;No;No phone service;DSL;No;Yes;No;No;No;No;Month-to-month;Yes;Electronic check;29,95;248,95;Yes;1;Competitor offered more data
5998;Female;No;Yes;Yes;13;Yes;No;DSL;Yes;No;No;Yes;No;No;One year;No;Bank transfer (automatic);54,15;701,05;No;0;
3371;Male;No;No;No;7;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Mailed check;19,5;128,6;No;0;
260;Female;No;No;No;2;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;No;Electronic check;68,95;119,75;Yes;1;Competitor offered more data
5353;Male;No;Yes;No;38;Yes;Yes;Fiber optic;Yes;No;Yes;Yes;Yes;Yes;One year;Yes;Electronic check;110,7;4428,6;No;0;
4315;Female;No;Yes;Yes;48;Yes;Yes;DSL;No;Yes;No;Yes;Yes;Yes;Two year;No;Electronic check;79,65;3870,3;No;0;
3331;Male;Yes;No;No;31;Yes;Yes;Fiber optic;No;Yes;No;No;Yes;No;Month-to-month;Yes;Electronic check;90,7;2845,15;No;0;
6375;Male;No;No;No;6;Yes;No;DSL;No;Yes;No;No;Yes;No;Month-to-month;No;Electronic check;59,45;357,6;No;0;
3516;Female;No;Yes;No;41;Yes;Yes;DSL;Yes;Yes;Yes;No;Yes;No;One year;Yes;Credit card (automatic);78,35;3211,2;No;0;
2175;Female;No;Yes;No;46;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;Yes;Bank transfer (automatic);24,45;1066,15;No;0;
3381;Male;No;No;No;72;Yes;Yes;DSL;Yes;Yes;Yes;Yes;Yes;Yes;Two year;No;Bank transfer (automatic);86,65;6224,8;No;0;
4822;Female;No;No;No;1;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Mailed check;20,4;20,4;No;0;
6105;Female;Yes;Yes;No;28;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Mailed check;25,7;734,6;No;0;
1652;Male;No;No;No;1;Yes;Yes;Fiber optic;No;No;No;No;Yes;Yes;Month-to-month;Yes;Electronic check;93,3;93,3;Yes;1;Moved
2139;Female;No;No;No;47;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;Yes;Mailed check;20,55;945,7;No;0;
364;Female;Yes;No;No;1;Yes;No;Fiber optic;No;No;No;No;Yes;No;Month-to-month;Yes;Electronic check;79,2;79,2;Yes;1;Competitor made better offer
356;Male;No;Yes;No;10;Yes;No;Fiber optic;No;No;No;No;Yes;No;Month-to-month;Yes;Electronic check;79,95;857,2;Yes;1;Competitor offered more data
1590;Male;No;No;No;68;Yes;Yes;Fiber optic;No;Yes;Yes;Yes;Yes;Yes;One year;No;Electronic check;108,45;7176,55;Yes;1;Competitor offered higher download speeds
5201;Female;No;No;No;28;Yes;No;Fiber optic;No;No;No;No;No;Yes;Month-to-month;Yes;Electronic check;80,6;2244,95;No;0;
6342;Female;No;Yes;No;55;Yes;Yes;DSL;Yes;Yes;Yes;Yes;Yes;Yes;One year;Yes;Electronic check;90,15;4916,95;No;0;
602;;Yes;Yes;No;66;Yes;Yes;Fiber optic;No;No;Yes;No;Yes;Yes;Month-to-month;Yes;Credit card (automatic);99,5;6822,15;Yes;1;Attitude of support person
5147;Male;No;Yes;No;17;Yes;Yes;Fiber optic;No;Yes;No;No;No;No;Month-to-month;Yes;Bank transfer (automatic);80,5;1336,9;No;0;
5671;Male;Yes;Yes;No;41;Yes;No;Fiber optic;No;Yes;No;No;Yes;Yes;Month-to-month;Yes;Electronic check;94,55;3851,45;No;0;
5962;Female;No;No;No;63;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;Yes;Mailed check;20,6;1298,7;No;0;
915;Female;No;No;No;1;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Mailed check;20,9;20,9;Yes;1;Limited range of services
149;Female;Yes;Yes;No;65;Yes;Yes;Fiber optic;Yes;No;Yes;No;Yes;Yes;Month-to-month;No;Bank transfer (automatic);105,25;6786,4;Yes;1;Competitor offered higher download speeds
2419;Male;No;Yes;Yes;25;Yes;No;Fiber optic;No;Yes;No;No;No;No;Month-to-month;Yes;Electronic check;75,5;1901,05;No;0;
3340;Female;No;No;No;17;Yes;No;Fiber optic;No;Yes;No;No;Yes;No;Month-to-month;Yes;Electronic check;83,55;1329,15;No;0;
5663;Male;No;Yes;Yes;66;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;Yes;Credit card (automatic);25,7;1714,55;No;0;
2463;Male;No;No;No;72;Yes;Yes;DSL;Yes;Yes;Yes;Yes;No;No;Two year;No;Bank transfer (automatic);69,65;4908,25;No;0;
829;Male;No;No;No;9;Yes;No;DSL;No;No;No;No;No;No;Month-to-month;No;Mailed check;44,95;431;Yes;1;Competitor had better devices
6082;Male;No;No;No;67;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;Yes;Mailed check;19,8;1311,3;No;0;
6918;Male;No;No;No;67;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Bank transfer (automatic);19,95;1311,75;No;0;
4148;Male;No;Yes;Yes;46;Yes;No;DSL;Yes;No;Yes;Yes;Yes;Yes;Two year;No;Mailed check;81;3846,35;No;0;
6113;Female;No;Yes;No;65;Yes;No;DSL;No;No;No;Yes;Yes;No;Two year;Yes;Credit card (automatic);59,8;3808,2;No;0;
494;Female;Yes;Yes;No;35;Yes;Yes;Fiber optic;Yes;Yes;No;Yes;Yes;No;Month-to-month;Yes;Bank transfer (automatic);100,5;3653,35;Yes;1;Attitude of support person
4918;;No;Yes;Yes;36;Yes;Yes;DSL;Yes;Yes;Yes;Yes;Yes;Yes;Two year;Yes;Credit card (automatic);92,9;3379,25;No;0;
969;Female;No;No;No;24;No;No phone service;DSL;No;Yes;Yes;No;Yes;Yes;Month-to-month;Yes;Credit card (automatic);54,15;1240,25;Yes;1;Competitor had better devices
6838;Male;;No;No;52;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Mailed check;19,65;1025,05;No;0;
4671;Female;Yes;No;No;18;Yes;No;Fiber optic;No;Yes;No;No;No;No;Month-to-month;Yes;Electronic check;73,55;1359,45;No;0;
3211;Male;No;Yes;Yes;12;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Mailed check;19,7;258,35;No;0;
5661;;No;Yes;Yes;49;Yes;No;DSL;Yes;Yes;Yes;Yes;Yes;Yes;One year;Yes;Mailed check;87,2;4345;No;0;
2409;Male;No;No;No;32;Yes;Yes;Fiber optic;No;No;No;No;No;Yes;Month-to-month;Yes;Bank transfer (automatic);85,65;2664,3;No;0;
4961;Male;No;No;No;23;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Bank transfer (automatic);20,15;405,6;No;0;
4279;Male;;No;No;1;No;No phone service;DSL;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;24,4;24,4;No;0;
736;Male;No;Yes;No;66;Yes;Yes;Fiber optic;No;Yes;No;Yes;Yes;Yes;One year;Yes;Electronic check;104,05;6890;Yes;1;Competitor offered more data
5695;Female;No;Yes;No;68;Yes;Yes;Fiber optic;Yes;Yes;No;No;No;No;Two year;Yes;Bank transfer (automatic);84,7;5711,05;No;0;
5634;;No;Yes;No;18;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Mailed check;20,1;370,5;No;0;
3441;Female;No;No;No;7;Yes;No;DSL;No;No;No;No;Yes;Yes;Month-to-month;Yes;Electronic check;66,85;458,1;No;0;
2909;;No;No;No;35;Yes;Yes;Fiber optic;No;No;Yes;Yes;Yes;No;Month-to-month;No;Electronic check;95,5;3418,2;No;0;
3694;Male;No;Yes;Yes;49;Yes;Yes;Fiber optic;No;No;No;Yes;Yes;Yes;One year;Yes;Electronic check;97,95;4917,9;No;0;
4906;Male;No;No;No;35;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;Yes;Mailed check;19,15;638;No;0;
1845;Female;Yes;Yes;No;27;Yes;No;Fiber optic;Yes;No;Yes;No;Yes;Yes;Month-to-month;Yes;Electronic check;101,25;2754,45;Yes;1;Attitude of service provider
6287;Female;No;Yes;Yes;67;Yes;No;Fiber optic;Yes;Yes;Yes;No;No;No;One year;No;Bank transfer (automatic);84,8;5598,3;No;0;
2760;Male;No;No;No;37;Yes;Yes;Fiber optic;No;Yes;No;Yes;Yes;Yes;One year;Yes;Credit card (automatic);104,5;3778;No;0;
4419;Male;No;No;No;1;Yes;No;DSL;No;No;No;No;No;No;Month-to-month;Yes;Mailed check;44,95;44,95;No;0;
4338;Female;Yes;No;No;49;Yes;No;DSL;No;No;No;No;No;No;Month-to-month;No;Mailed check;43,8;2106,05;No;0;
2771;Female;No;Yes;Yes;62;Yes;Yes;DSL;No;No;No;No;Yes;Yes;Month-to-month;Yes;Credit card (automatic);70,45;4300,45;No;0;
6702;Female;No;Yes;Yes;45;No;No phone service;DSL;No;Yes;Yes;Yes;No;Yes;One year;No;Bank transfer (automatic);51;2264,5;No;0;
